VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
BT68NMJ,,HYUNDAI,IONIQ ELECTRIC HATCHBACK,88kW Electric Premium 28kWh 5dr Auto,01/09/2018,76405.0,24000,,,,,,,,,10950,,,13250,,,,,,,,,,10950,,,13250,2024-02-01,2024-01-29
VK21EPN,,VOLKSWAGEN,T-ROC HATCHBACK,1.5 TSI EVO R-Line 5dr DSG,01/03/2021,81806.0,40000,,,,,,,,,19200,,,21250,,,,,,,,,,19200,,,21250,2024-02-01,2024-01-29
SB70OXD,,AUDI,Q2 ESTATE,35 TFSI Black Edition 5dr,01/09/2020,95250.0,30000,,,,,,,,,18950,,,21000,,,,,,,,,,19150,,,21250,2024-02-01,2024-01-29
YJ66FBP,,BMW,4 SERIES DIESEL COUPE,420d [190] M Sport 2dr [Professional Media],01/01/2017,68103.0,52000,,,,,,,,,10900,,,13400,,,,,,,,,,10900,,,13400,2024-02-01,2024-01-29
FX67LZO,,HONDA,CIVIC HATCHBACK,1.0 VTEC Turbo EX 5dr,01/09/2017,77974.0,44000,,,,,,,,,10750,,,12750,,,,,,,,,,10750,,,12750,2024-02-01,2024-01-29
NU66UHJ,,AUDI,TT COUPE,1.8T FSI Sport 2dr,01/09/2016,72879.0,40000,,,,,,,,,10250,,,13250,,,,,,,,,,10250,,,13250,2024-02-01,2024-01-29
BP69VYR,,BMW,2 SERIES GRAN TOURER,220i M Sport 5dr DCT,01/09/2019,83304.0,31000,,,,,,,,,16600,,,19000,,,,,,,,,,16600,,,19000,2024-02-01,2024-01-29
MJ66ASX,,AUDI,Q3 DIESEL ESTATE,2.0 TDI S Line Navigation 5dr,01/09/2016,75117.0,75000,,,,,,,,,10150,,,12450,,,,,,,,,,10150,,,12450,2024-02-01,2024-01-29
VF18BYZ,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Dynamic 5dr CVT,01/03/2018,76786.0,27000,,,,,,,,,14900,,,17000,,,,,,,,,,14750,,,16850,2024-02-01,2024-01-29
VA19MSO,,AUDI,A3 SALOON,S3 TFSI 300 Quattro Black Edition 4dr S Tronic,01/03/2019,85531.0,30000,,,,,,,,,23300,,,27750,,,,,,,,,,22600,,,27000,2024-02-01,2024-01-29
LJ20YTU,,TESLA,MODEL 3 SALOON,Standard Plus 4dr Auto,01/03/2020,89347.0,33000,,,,,,,,,18550,,,20500,,,,,,,,,,18550,,,20500,2024-02-01,2024-01-29
DL68YOC,,VAUXHALL,CORSA HATCHBACK,1.4 SRi Vx-line Nav Black 5dr,01/09/2018,83940.0,24000,,,,,,,,,7575,,,9095,,,,,,,,,,7575,,,9095,2024-02-01,2024-01-29
YB18FCA,,BMW,3 SERIES DIESEL SALOON,320d M Sport 4dr Step Auto,01/03/2018,70237.0,50000,,,,,,,,,13300,,,15800,,,,,,,,,,13300,,,15800,2024-02-01,2024-01-29
ND22BZF,,CITROEN,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,01/03/2022,94986.0,11000,,,,,,,,,14950,,,17000,,,,,,,,,,14950,,,17000,2024-02-01,2024-01-29
OV70UUR,,JAGUAR,I-PACE ESTATE,294kW EV400 HSE 90kWh 5dr Auto [11kW Charger],01/09/2020,93196.0,21000,,,,,,,,,25750,,,29500,,,,,,,,,,25750,,,29500,2024-02-01,2024-01-29
YH70DWY,,AUDI,A3 SPORTBACK,35 TFSI Technik 5dr,01/09/2020,92813.0,37000,,,,,,,,,14850,,,16850,,,,,,,,,,14850,,,16850,2024-02-01,2024-01-29
FG70CZO,,TOYOTA,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,01/09/2020,91222.0,40000,,,,,,,,,16350,,,18450,,,,,,,,,,16350,,,18450,2024-02-01,2024-01-29
BN70OUS,,JAGUAR,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto [11kW Charger],01/09/2020,93194.0,22000,,,,,,,,,20850,,,23750,,,,,,,,,,20850,,,23750,2024-02-01,2024-01-29
OY70UMF,,POLESTAR,2 FASTBACK SPECIAL EDITION,300kW Pilot Plus 78kWh Dual motor 5dr 4WD Auto,01/09/2020,91831.0,32000,,,,,,,,,23850,,,26250,,,,,,,,,,23350,,,25750,2024-02-01,2024-01-29
FD70XPJ,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,01/09/2020,91216.0,37000,,,,,,,,,15200,,,17350,,,,,,,,,,15200,,,17350,2024-02-01,2024-01-29
PX71YYJ,,CUPRA,FORMENTOR ESTATE,1.4 eHybrid 204 V1 5dr DSG,01/09/2021,95299.0,11000,,,,,,,,,19850,,,22000,,,,,,,,,,19850,,,22000,2024-02-01,2024-01-29
AX19HHT,,SEAT,MII HATCHBACK,1.0 75 FR Line [EZ] 5dr,01/03/2019,85113.0,33000,,,,,,,,,7150,,,8650,,,,,,,,,,7150,,,8650,2024-02-01,2024-01-29
WP21BXH,,MITSUBISHI,OUTLANDER ESTATE,2.4 PHEV Dynamic 5dr Auto,01/03/2021,90213.0,29000,,,,,,,,,17650,,,19700,,,,,,,,,,17650,,,19700,2024-02-01,2024-01-29
SW67CRJ,,FORD,KA+ HATCHBACK,1.2 Zetec 5dr,01/01/2018,75583.0,18000,,,,,,,,,7050,,,8550,,,,,,,,,,7050,,,8550,2024-02-01,2024-01-29
LM68VNY,,NISSAN,JUKE HATCHBACK,1.6 [112] Bose Personal Edition 5dr,01/09/2018,85575.0,32000,,,,,,,,,8800,,,11000,,,,,,,,,,8800,,,11000,2024-02-01,2024-01-29
RM02LMM,,KIA,CEED DIESEL HATCHBACK,1.6 CRDi ISG 3 5dr DCT,01/09/2019,85782.0,51000,,,,,,,,,9575,,,11600,,,,,,,,,,9575,,,11600,2024-02-01,2024-01-29
KM17YDX,,NISSAN,QASHQAI DIESEL HATCHBACK,1.5 dCi N-Connecta 5dr,01/03/2017,73659.0,84000,,,,,,,,,6525,,,8525,,,,,,,,,,6525,,,8525,2024-02-01,2024-01-29
SL72OLU,,CITROEN,E-C4 ELECTRIC HATCHBACK,100kW C-Series Edition 50kWh 5dr Auto,01/09/2022,100517.0,10000,,,,,,,,,15050,,,17095,,,,,,,,,,15050,,,17095,2024-02-01,2024-01-29
FJ65SDY,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Zetec 5dr,01/09/2015,65250.0,74000,,,,,,,,,3775,,,5575,,,,,,,,,,3775,,,5575,2024-02-01,2024-01-29
LL70BXO,,MERCEDES-BENZ,GLA HATCHBACK SPECIAL EDITIONS,GLA 250e Exclusive Edition 5dr Auto,01/09/2020,93677.0,12000,,,,,,,,,25900,,,28500,,,,,,,,,,25900,,,28500,2024-02-01,2024-01-29
EO67XGS,,HYUNDAI,TUCSON DIESEL ESTATE,1.7 CRDi Blue Drive Premium 5dr 2WD,01/09/2017,71704.0,61000,,,,,,,,,9350,,,11450,,,,,,,,,,9350,,,11450,2024-02-01,2024-01-29
KW72EZE,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 AMG Line Executive 5dr Auto,01/01/2023,83772.0,6000,,,,,,,,,22550,,,24750,,,,,,,,,,22550,,,24750,2024-02-01,2024-01-29
LS20CXD,,KIA,SOUL ELECTRIC HATCHBACK,150kW First Edition 64kWh 5dr Auto,01/03/2020,90235.0,35000,,,,,,,,,15750,,,18150,,,,,,,,,,15750,,,18150,2024-02-01,2024-01-29
LE16TGN,,AUDI,TT COUPE,2.0T FSI S Line 2dr,01/03/2016,65885.0,46000,,,,,,,,,11000,,,14000,,,,,,,,,,11000,,,14000,2024-02-01,2024-01-29
GU67NUW,,SMART,FORTWO COUPE,0.9 Turbo Prime Premium 2dr Auto,01/09/2017,70904.0,17000,,,,,,,,,8025,,,9525,,,,,,,,,,8025,,,9525,2024-02-01,2024-01-29
DN20UWW,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo Elite Nav 5dr,01/03/2020,90662.0,44000,,,,,,,,,8575,,,10400,,,,,,,,,,8575,,,10400,2024-02-01,2024-01-29
YS65EKV,,VOLKSWAGEN,GOLF HATCHBACK,1.4 TSI Match 5dr,01/09/2015,65724.0,64000,,,,,,,,,7150,,,9150,,,,,,,,,,7150,,,9150,2024-02-01,2024-01-29
SH18WMZ,,VAUXHALL,ASTRA HATCHBACK,1.4T 16V 150 SRi Nav 5dr,01/03/2018,70064.0,49000,,,,,,,,,6650,,,8650,,,,,,,,,,6650,,,8650,2024-02-01,2024-01-29
RX69ETR,,FORD,KUGA DIESEL ESTATE,2.0 TDCi ST-Line 5dr 2WD,01/09/2019,76300.0,56000,,,,,,,,,11400,,,13500,,,,,,,,,,11400,,,13500,2024-02-01,2024-01-29
EO18YFM,,HYUNDAI,I800 DIESEL ESTATE,2.5 CRDi [136] SE 5dr,01/03/2018,66920.0,47000,,,,,,,,,12000,,,14400,,,,,,,,,,12000,,,14400,2024-02-01,2024-01-29
DP70UEN,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/09/2020,95533.0,13000,,,,,,,,,14350,,,16450,,,,,,,,,,14600,,,16700,2024-02-01,2024-01-29
BF70DYH,,JAGUAR,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto [11kW Charger],01/09/2020,93194.0,19000,,,,,,,,,21150,,,24250,,,,,,,,,,21150,,,24250,2024-02-01,2024-01-29
SO22LHL,,DS,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Bastille 50kWh 5dr Auto,01/03/2022,99236.0,6000,,,,,,,,,13800,,,15900,,,,,,,,,,13800,,,15900,2024-02-01,2024-01-29
BT70EKA,,JAGUAR,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto [11kW Charger],01/09/2020,93194.0,41000,,,,,,,,,18900,,,21750,,,,,,,,,,18900,,,21750,2024-02-01,2024-01-29
BK70OAA,,JAGUAR,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto [11kW Charger],01/09/2020,93194.0,23000,,,,,,,,,20750,,,23750,,,,,,,,,,20750,,,23750,2024-02-01,2024-01-29
MF20MXC,,SKODA,OCTAVIA ESTATE,1.0 TSI SE Technology 5dr,01/03/2020,79895.0,61000,,,,,,,,,9200,,,11600,,,,,,,,,,9300,,,11700,2024-02-01,2024-01-29
WN21ETU,,MITSUBISHI,OUTLANDER ESTATE,2.4 PHEV Dynamic 5dr Auto,01/03/2021,90213.0,21000,,,,,,,,,18350,,,20500,,,,,,,,,,18350,,,20500,2024-02-01,2024-01-29
WB21NBA,,VOLKSWAGEN,ID.4 ESTATE SPECIAL EDITION,150kW 1ST Edition Pro Performance 77kWh 5dr Auto,01/03/2021,96681.0,30000,,,,,,,,,22600,,,25000,,,,,,,,,,22600,,,25000,2024-02-01,2024-01-29
LD20HNL,,TESLA,MODEL 3 SALOON,Long Range AWD 4dr Auto,01/03/2020,89233.0,44000,,,,,,,,,21100,,,23250,,,,,,,,,,21100,,,23250,2024-02-01,2024-01-29
LX71OGF,,MG MOTOR UK,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,01/09/2021,90734.0,24000,,,,,,,,,12700,,,14850,,,,,,,,,,12400,,,14500,2024-02-01,2024-01-29
YC68GDO,,AUDI,A1 HATCHBACK,1.0 TFSI Sport Nav 3dr,01/09/2018,81916.0,26000,,,,,,,,,9725,,,11500,,,,,,,,,,9725,,,11500,2024-02-01,2024-01-29
CC60CSC,,MAZDA,MX-5 RF CONVERTIBLE,2.0 Sport Nav 2dr,01/03/2018,77545.0,21000,,,,,,,,,12900,,,16000,,,,,,,,,,12900,,,16000,2024-02-01,2024-01-29
FG70CWE,,TOYOTA,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,01/09/2020,91222.0,43000,,,,,,,,,16100,,,18200,,,,,,,,,,16100,,,18200,2024-02-01,2024-01-29
FL71KUG,,VOLKSWAGEN,ID.3 HATCHBACK,150kW Family Pro Performance 58kWh 5dr Auto,01/09/2021,95710.0,19000,,,,,,,,,19100,,,21000,,,,,,,,,,19100,,,21000,2024-02-01,2024-01-29
SV71WVO,,MINI,COUNTRYMAN HATCHBACK,2.0 Cooper S Exclusive 5dr Auto [Comfort/Nav+ Pk],01/09/2021,93536.0,20000,,,,,,,,,22700,,,25000,,,,,,,,,,22700,,,25000,2024-02-01,2024-01-29
YM69EYA,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo Business Edition Nav 5dr,01/09/2019,90016.0,28000,,,,,,,,,10450,,,12600,,,,,,,,,,10450,,,12600,2024-02-01,2024-01-29
GF20AXA,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr DCT,01/03/2020,91415.0,21000,,,,,,,,,13950,,,16050,,,,,,,,,,13950,,,16050,2024-02-01,2024-01-29
PY18LLW,,SEAT,ARONA DIESEL HATCHBACK,1.6 TDI 115 SE Technology Lux 5dr,01/03/2018,83524.0,41000,,,,,,,,,8250,,,10350,,,,,,,,,,8250,,,10350,2024-02-01,2024-01-29
PX20VAV,,PEUGEOT,E-2008 ELECTRIC ESTATE,100kW GT 50kWh 5dr Auto,01/03/2020,91700.0,26000,,,,,,,,,13300,,,15400,,,,,,,,,,13150,,,15250,2024-02-01,2024-01-29
FG21CZN,,TOYOTA,C-HR HATCHBACK SPECIAL EDITION,2.0 Hybrid Orange Edition 5dr CVT,01/03/2021,91435.0,44000,,,,,,,,,17400,,,19500,,,,,,,,,,17400,,,19500,2024-02-01,2024-01-29
FD70XPR,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,01/09/2020,91216.0,36000,,,,,,,,,15300,,,17400,,,,,,,,,,15300,,,17400,2024-02-01,2024-01-29
MJ19FOP,,BMW,3 SERIES DIESEL SALOON,320d xDrive M Sport 4dr Step Auto [Plus Pack],01/03/2019,90919.0,47000,,,,,,,,,20350,,,22750,,,,,,,,,,19950,,,22250,2024-02-01,2024-01-29
FH70FSA,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,01/09/2020,81218.0,42000,,,,,,,,,11300,,,13400,,,,,,,,,,11300,,,13400,2024-02-01,2024-01-29
EN70DYA,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,01/01/2021,91061.0,41000,,,,,,,,,13700,,,15700,,,,,,,,,,13700,,,15700,2024-02-01,2024-01-29
GX16ORV,,LEXUS,IS SALOON,300h Sport 4dr CVT Auto,01/03/2016,72508.0,68000,,,,,,,,,10300,,,12750,,,,,,,,,,10100,,,12500,2024-02-01,2024-01-29
MC14MZY,,TOYOTA,YARIS HATCHBACK,1.33 VVT-i Icon 5dr,01/03/2014,65409.0,72000,,,,,,,,,4325,,,6125,,,,,,,,,,4325,,,6125,2024-02-01,2024-01-29
LO18MDU,,VOLVO,S90 DIESEL SALOON,2.0 D4 R DESIGN 4dr Geartronic,01/03/2018,76661.0,45000,,,,,,,,,14100,,,16900,,,,,,,,,,14100,,,16900,2024-02-01,2024-01-29
FP70PGV,,TOYOTA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,01/09/2020,87962.0,36000,,,,,,,,,15100,,,17100,,,,,,,,,,14950,,,16950,2024-02-01,2024-01-29
DS70ZBP,,RENAULT,CAPTUR HATCHBACK,1.3 TCE 130 Iconic 5dr EDC,01/09/2020,91801.0,10000,,,,,,,,,12000,,,14100,,,,,,,,,,12100,,,14200,2024-02-01,2024-01-29
YH20UZU,,TESLA,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,01/03/2020,90541.0,43000,,,,,,,,,23450,,,25750,,,,,,,,,,23450,,,25750,2024-02-01,2024-01-29
KR20BZH,,VAUXHALL,INSIGNIA DIESEL GRAND SPORT,2.0 Turbo D Tech Line Nav 5dr Auto,01/03/2020,78169.0,56000,,,,,,,,,9650,,,12050,,,,,,,,,,9650,,,12050,2024-02-01,2024-01-29
FP70PGF,,TOYOTA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,01/09/2020,87962.0,39000,,,,,,,,,14900,,,16900,,,,,,,,,,14750,,,16750,2024-02-01,2024-01-29
HV18YYN,,KIA,PICANTO HATCHBACK,1.25 2 5dr,01/03/2018,79300.0,13000,,,,,,,,,7450,,,8950,,,,,,,,,,7450,,,8950,2024-02-01,2024-01-29
EK70OEH,,TOYOTA,PRIUS+ ESTATE,1.8 VVTi Excel TSS 5dr CVT Auto,01/09/2020,83049.0,21000,,,,,,,,,18300,,,20750,,,,,,,,,,18300,,,20750,2024-02-01,2024-01-29
